ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;PSW;PSL;MaxW;MaxL;AvgW;AvgL
1;Adelaide;Adelaide International 1;03/01/2022;ATP250;Outdoor;Hard;1st Round;3;Kwon S.W.;Nishioka Y.;53;81;1115;823;6;1;6;2;;;;;;;2;0;Completed;1,61;2,3;1,7;2,26;1,76;2,5;1,64;2,22
1;Adelaide;Adelaide International 1;03/01/2022;ATP250;Outdoor;Hard;1st Round;3;Monteiro T.;Altmaier D.;89;84;805;813;6;2;3;6;7;6;;;;;2;1;Completed;2,3;1,61;2,49;1,6;2,6;1,62;2,38;1,57
1;Adelaide;Adelaide International 1;03/01/2022;ATP250;Outdoor;Hard;1st Round;3;Djere L.;Carballes Baena R.;52;79;1131;837;7;5;7;6;;;;;;;2;0;Completed;1,66;2,2;1,81;2,1;1,83;2,26;1,7;2,12
1;Adelaide;Adelaide International 1;03/01/2022;ATP250;Outdoor;Hard;1st Round;3;Johnson S.;Vukic A.;85;156;812;440;6;4;2;6;6;4;;;;;2;1;Completed;2;1,8;2,21;1,74;2,3;1,8;2,1;1,72
1;Adelaide;Adelaide International 1;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Moutet C.;Rune H.;92;103;797;740;7;6;6;4;;;;;;;2;0;Completed;2,75;1,44;2,66;1,53;2,81;1,54;2,64;1,47
1;Adelaide;Adelaide International 1;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Daniel T.;Musetti L.;125;59;584;1004;6;4;6;7;6;3;;;;;2;1;Completed;2;1,8;2,19;1,75;2,25;1,8;2,09;1,73
1;Adelaide;Adelaide International 1;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Gerasimov E.;Fucsovics M.;113;40;665;1459;6;3;6;4;;;;;;;2;0;Completed;2,37;1,57;2,91;1,46;2,91;1,57;2,62;1,48
1;Adelaide;Adelaide International 1;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Ymer M.;Bonzi B.;94;64;782;969;7;5;7;5;;;;;;;2;0;Completed;2;1,8;2,15;1,78;2,15;1,82;2,04;1,77
1;Adelaide;Adelaide International 1;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Cerundolo J.M.;Bolt A.;90;137;803;506;6;2;6;4;;;;;;;2;0;Completed;2,75;1,44;2,87;1,47;3,32;1,47;2,89;1,41
1;Adelaide;Adelaide International 1;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Paul T.;Vesely J.;43;83;1349;822;6;4;4;6;6;4;;;;;2;1;Completed;1,33;3,4;1,35;3,45;1,35;3,6;1,32;3,35
1;Adelaide;Adelaide International 1;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Mager G.;Cerundolo F.;62;127;978;582;6;4;3;6;6;4;;;;;2;1;Completed;2;1,8;1,94;1,94;2;2,07;1,9;1,88
1;Adelaide;Adelaide International 1;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Kokkinakis T.;Millman J.;171;72;394;875;6;4;6;3;;;;;;;2;0;Completed;1,72;2,1;1,8;2,11;1,87;2,15;1,77;2,03
1;Adelaide;Adelaide International 1;05/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Djere L.;Moutet C.;52;92;1131;797;4;6;7;5;;;;;;;1;1;Retired;2,3;1,61;2,31;1,69;2,49;1,72;2,28;1,62
1;Adelaide;Adelaide International 1;05/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Cilic M.;Monteiro T.;30;89;1710;805;6;4;7;6;;;;;;;2;0;Completed;1,3;3,5;1,34;3,6;1,35;3,7;1,3;3,44
1;Adelaide;Adelaide International 1;05/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Ymer M.;Kwon S.W.;94;53;782;1115;6;3;6;2;;;;;;;2;0;Completed;2,37;1,57;2,33;1,68;2,41;1,71;2,31;1,6
1;Adelaide;Adelaide International 1;05/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Kokkinakis T.;Tiafoe F.;171;38;394;1492;3;6;7;5;6;1;;;;;2;1;Completed;2,3;1,61;2,37;1,66;2,4;1,73;2,26;1,63
1;Adelaide;Adelaide International 1;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Paul T.;Daniel T.;43;125;1349;584;6;4;6;7;6;4;;;;;2;1;Completed;1,33;3,4;1,3;3,93;1,38;3,93;1,29;3,5
1;Adelaide;Adelaide International 1;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Gerasimov E.;Mager G.;113;62;665;978;6;1;3;6;6;3;;;;;2;1;Completed;1,66;2,2;1,75;2,21;1,75;2,45;1,67;2,18
1;Adelaide;Adelaide International 1;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Khachanov K.;Johnson S.;29;85;1731;812;6;4;4;6;6;2;;;;;2;1;Completed;1,25;4;1,29;3,99;1,3;4,36;1,24;3,91
1;Adelaide;Adelaide International 1;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Monfils G.;Cerundolo J.M.;21;90;2158;803;6;2;6;1;;;;;;;2;0;Completed;1,2;4,5;1,2;5,21;1,22;5,55;1,18;4,68
1;Adelaide;Adelaide International 1;07/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Cilic M.;Djere L.;30;52;1710;1131;6;3;6;2;;;;;;;2;0;Completed;1,28;3,75;1,31;3,85;1,33;4,15;1,29;3,58
1;Adelaide;Adelaide International 1;07/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Monfils G.;Paul T.;21;43;2158;1349;6;4;6;1;;;;;;;2;0;Completed;1,53;2,5;1,63;2,44;1,63;2,7;1,56;2,42
1;Adelaide;Adelaide International 1;07/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Khachanov K.;Gerasimov E.;29;113;1731;665;7;5;6;3;;;;;;;2;0;Completed;1,25;4;1,26;4,3;1,3;4,3;1,26;3,81
1;Adelaide;Adelaide International 1;07/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Kokkinakis T.;Ymer M.;171;94;394;782;7;6;4;6;6;4;;;;;2;1;Completed;1,61;2,3;1,68;2,33;1,71;2,39;1,63;2,26
1;Adelaide;Adelaide International 1;08/01/2022;ATP250;Outdoor;Hard;Semifinals;3;Khachanov K.;Cilic M.;29;30;1731;1710;7;6;6;3;;;;;;;2;0;Completed;2,1;1,72;2,16;1,78;2,28;1,83;2,14;1,7
1;Adelaide;Adelaide International 1;08/01/2022;ATP250;Outdoor;Hard;Semifinals;3;Monfils G.;Kokkinakis T.;21;171;2158;394;7;5;6;0;;;;;;;2;0;Completed;1,4;3;1,41;3,17;1,44;3,4;1,37;3,04
1;Adelaide;Adelaide International 1;09/01/2022;ATP250;Outdoor;Hard;The Final;3;Monfils G.;Khachanov K.;21;29;2158;1731;6;4;6;4;;;;;;;2;0;Completed;1,61;2,3;1,63;2,44;1,67;2,5;1,6;2,34
2;Melbourne;Melbourne Summer Set;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Bagnis F.;Murray A.;76;134;860;521;6;3;5;7;6;3;;;;;2;1;Completed;7;1,1;8,72;1,09;8,8;1,11;7,51;1,08
2;Melbourne;Melbourne Summer Set;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Van De Zandschulp B.;Mannarino A.;57;71;1034;879;6;4;6;3;;;;;;;2;0;Completed;1,44;2,75;1,5;2,77;1,53;3,1;1,46;2,67
2;Melbourne;Melbourne Summer Set;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Mcdonald M.;Gojowczyk P.;55;86;1084;808;6;0;6;3;;;;;;;2;0;Completed;1,36;3,2;1,4;3,2;1,44;3,24;1,36;3,05
2;Melbourne;Melbourne Summer Set;04/01/2022;ATP250;Outdoor;Hard;1st Round;3;Griekspoor T.;Koepfer D.;65;54;966;1101;6;3;6;4;;;;;;;2;0;Completed;1,61;2,3;1,54;2,62;1,62;2,65;1,54;2,46
2;Melbourne;Melbourne Summer Set;05/01/2022;ATP250;Outdoor;Hard;1st Round;3;Berankis R.;Giron M.;104;66;739;929;7;5;6;4;;;;;;;2;0;Completed;2,2;1,66;2,35;1,66;2,45;1,7;2,27;1,63
2;Melbourne;Melbourne Summer Set;05/01/2022;ATP250;Outdoor;Hard;1st Round;3;Thompson J.;O Connell C.;75;175;860;388;1;6;7;5;6;4;;;;;2;1;Completed;1,9;1,9;1,99;1,9;2,05;1,95;1,92;1,87
2;Melbourne;Melbourne Summer Set;05/01/2022;ATP250;Outdoor;Hard;1st Round;3;Ruusuvuori E.;Baez S.;95;99;778;762;7;6;6;1;;;;;;;2;0;Completed;1,44;2,75;1,52;2,68;1,53;2,89;1,48;2,62
2;Melbourne;Melbourne Summer Set;05/01/2022;ATP250;Outdoor;Hard;1st Round;3;Laaksonen H.;Paire B.;98;46;765;1245;4;6;6;3;5;2;;;;;1;1;Retired;1,33;3,4;1,37;3,32;1,5;3,58;1,37;3,1
2;Melbourne;Melbourne Summer Set;05/01/2022;ATP250;Outdoor;Hard;1st Round;3;Molcan A.;Seppi A.;88;102;806;744;6;4;6;7;6;3;;;;;2;1;Completed;1,66;2,2;1,71;2,25;1,76;2,3;1,66;2,19
2;Melbourne;Melbourne Summer Set;05/01/2022;ATP250;Outdoor;Hard;1st Round;3;Popyrin A.;Travaglia S.;61;78;1000;846;7;6;6;3;;;;;;;2;0;Completed;1,5;2,62;1,58;2,53;1,62;2,7;1,52;2,51
2;Melbourne;Melbourne Summer Set;05/01/2022;ATP250;Outdoor;Hard;1st Round;3;Cressy M.;Hijikata R.;112;375;683;113;6;3;6;0;;;;;;;2;0;Completed;1,36;3,2;1,51;2,74;1,53;3,2;1,43;2,79
2;Melbourne;Melbourne Summer Set;05/01/2022;ATP250;Outdoor;Hard;1st Round;3;Munar J.;Anderson K.;77;80;848;829;6;4;6;4;;;;;;;2;0;Completed;2,75;1,44;2,88;1,47;2,98;1,5;2,77;1,43
2;Melbourne;Melbourne Summer Set;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Ruusuvuori E.;Thompson J.;95;75;778;860;7;6;5;7;6;3;;;;;2;1;Completed;1,44;2,75;1,46;2,96;1,48;3;1,43;2,79
2;Melbourne;Melbourne Summer Set;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Molcan A.;Goffin D.;88;39;806;1476;7;5;6;3;;;;;;;2;0;Completed;1,53;2,5;1,66;2,38;1,67;2,62;1,57;2,38
2;Melbourne;Melbourne Summer Set;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Dimitrov G.;Bagnis F.;28;76;1801;860;5;7;7;6;6;3;;;;;2;1;Completed;1,16;5;1,18;5,59;1,18;6;1,16;5,04
2;Melbourne;Melbourne Summer Set;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Nadal R.;Berankis R.;6;104;4875;739;6;2;7;5;;;;;;;2;0;Completed;1,14;5,5;1,16;6,17;1,19;6,17;1,14;5,44
2;Melbourne;Melbourne Summer Set;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Munar J.;Laaksonen H.;77;98;848;765;6;1;7;5;;;;;;;2;0;Completed;2,1;1,72;2,24;1,73;2,24;1,82;2,11;1,71
2;Melbourne;Melbourne Summer Set;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Griekspoor T.;Popyrin A.;65;61;966;1000;6;3;4;6;6;3;;;;;2;1;Completed;1,8;2;1,92;1,99;1,92;2,12;1,83;1,96
2;Melbourne;Melbourne Summer Set;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Cressy M.;Opelka R.;112;26;683;1936;4;6;7;6;7;6;;;;;2;1;Completed;2,2;1,66;2,29;1,7;2,35;1,7;2,22;1,64
2;Melbourne;Melbourne Summer Set;06/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Van De Zandschulp B.;Mcdonald M.;57;55;1034;1084;6;2;7;5;;;;;;;2;0;Completed;1,9;1,9;2,01;1,9;2,01;2,03;1,87;1,91
2;Melbourne;Melbourne Summer Set;07/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Ruusuvuori E.;Molcan A.;95;88;778;806;6;2;6;1;;;;;;;2;0;Completed;1,72;2,1;1,67;2,36;1,75;2,45;1,66;2,2
2;Melbourne;Melbourne Summer Set;07/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Nadal R.;Griekspoor T.;6;65;4875;966;;;;;;;;;;;;;Walkover;1,16;5;1,23;4,66;1,25;5,5;1,19;4,59
2;Melbourne;Melbourne Summer Set;07/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Cressy M.;Munar J.;112;77;683;848;7;6;6;4;;;;;;;2;0;Completed;1,72;2,1;1,79;2,14;1,8;2,4;1,73;2,1
2;Melbourne;Melbourne Summer Set;07/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Dimitrov G.;Van De Zandschulp B.;28;57;1801;1034;6;7;6;0;7;5;;;;;2;1;Completed;1,66;2,2;1,71;2,27;1,8;2,27;1,69;2,16
2;Melbourne;Melbourne Summer Set;08/01/2022;ATP250;Outdoor;Hard;Semifinals;3;Cressy M.;Dimitrov G.;112;28;683;1801;7;5;7;6;;;;;;;2;0;Completed;3;1,4;3,38;1,37;4;1,4;3,2;1,35
2;Melbourne;Melbourne Summer Set;08/01/2022;ATP250;Outdoor;Hard;Semifinals;3;Nadal R.;Ruusuvuori E.;6;95;4875;778;6;4;7;5;;;;;;;2;0;Completed;1,16;5;1,25;4,42;1,25;5,1;1,2;4,45
2;Melbourne;Melbourne Summer Set;09/01/2022;ATP250;Outdoor;Hard;The Final;3;Nadal R.;Cressy M.;6;112;4875;683;7;6;6;3;;;;;;;2;0;Completed;1,12;6;1,16;6,15;1,18;7;1,14;5,66
3;Adelaide;Adelaide International 2;10/01/2022;ATP250;Outdoor;Hard;1st Round;3;Vukic A.;Bublik A.;160;35;440;1538;7;6;6;2;;;;;;;2;0;Completed;2;1,8;2,02;1,88;2,24;1,95;2,02;1,79
3;Adelaide;Adelaide International 2;10/01/2022;ATP250;Outdoor;Hard;1st Round;3;Paul T.;Tiafoe F.;41;37;1374;1492;6;2;6;3;;;;;;;2;0;Completed;2,1;1,72;2,07;1,83;2,25;1,83;2,07;1,75
3;Adelaide;Adelaide International 2;10/01/2022;ATP250;Outdoor;Hard;1st Round;3;Rinderknech A.;Mcdonald M.;58;55;1057;1094;6;3;6;7;6;3;;;;;2;1;Completed;2,5;1,53;2,41;1,63;2,5;1,66;2,37;1,57
3;Adelaide;Adelaide International 2;10/01/2022;ATP250;Outdoor;Hard;1st Round;3;Munar J.;Millman J.;72;80;868;820;6;2;6;2;;;;;;;2;0;Completed;2,1;1,72;2,35;1,65;2,35;1,77;2,14;1,71
3;Adelaide;Adelaide International 2;11/01/2022;ATP250;Outdoor;Hard;1st Round;3;Moutet C.;Struff J.L.;115;50;643;1171;6;2;6;4;;;;;;;2;0;Completed;2;1,8;2,1;1,81;2,15;1,84;2,03;1,79
3;Adelaide;Adelaide International 2;11/01/2022;ATP250;Outdoor;Hard;1st Round;3;Kwon S.W.;Harris L.;53;32;1110;1629;5;7;7;5;6;4;;;;;2;1;Completed;2,3;1,61;2,41;1,63;2,47;1,63;2,33;1,59
3;Adelaide;Adelaide International 2;11/01/2022;ATP250;Outdoor;Hard;1st Round;3;Johnson S.;Bolt A.;84;142;807;496;6;4;6;4;;;;;;;2;0;Completed;1,36;3,2;1,32;3,67;1,4;3,67;1,33;3,29
3;Adelaide;Adelaide International 2;11/01/2022;ATP250;Outdoor;Hard;1st Round;3;Bonzi B.;Carballes Baena R.;65;76;969;837;6;3;6;3;;;;;;;2;0;Completed;1,53;2,5;1,68;2,27;1,68;2,75;1,55;2,42
3;Adelaide;Adelaide International 2;11/01/2022;ATP250;Outdoor;Hard;1st Round;3;Fucsovics M.;Van De Zandschulp B.;38;56;1447;1069;6;3;7;6;;;;;;;2;0;Completed;2,2;1,66;2,19;1,75;2,46;1,76;2,17;1,69
3;Adelaide;Adelaide International 2;11/01/2022;ATP250;Outdoor;Hard;1st Round;3;Mager G.;Gerasimov E.;63;106;982;712;4;6;7;5;6;4;;;;;2;1;Completed;2,2;1,66;2,43;1,62;2,43;1,74;2,23;1,65
3;Adelaide;Adelaide International 2;11/01/2022;ATP250;Outdoor;Hard;1st Round;3;Kokkinakis T.;Paire B.;145;47;480;1205;6;4;6;0;;;;;;;2;0;Completed;1,28;3,75;1,31;3,74;1,33;4,33;1,28;3,64
3;Adelaide;Adelaide International 2;11/01/2022;ATP250;Outdoor;Hard;1st Round;3;Monteiro T.;Nishioka Y.;83;99;809;748;1;6;6;3;6;4;;;;;2;1;Completed;1,9;1,9;1,95;1,93;1,95;2;1,88;1,92
3;Adelaide;Adelaide International 2;11/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Rinderknech A.;Kwon S.W.;58;53;1057;1110;5;7;6;3;6;2;;;;;2;1;Completed;1,9;1,9;1,95;1,95;1,95;2,1;1,84;1,96
3;Adelaide;Adelaide International 2;12/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Cilic M.;Munar J.;29;72;1760;868;7;6;6;2;;;;;;;2;0;Completed;1,36;3,2;1,34;3,57;1,43;3,8;1,35;3,21
3;Adelaide;Adelaide International 2;12/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Paul T.;Bonzi B.;41;65;1374;969;6;4;7;6;;;;;;;2;0;Completed;1,4;3;1,43;3,09;1,44;3,24;1,4;2,95
3;Adelaide;Adelaide International 2;12/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Khachanov K.;Mager G.;30;63;1726;982;7;5;6;3;;;;;;;2;0;Completed;1,22;4,33;1,21;4,98;1,25;4,98;1,21;4,33
3;Adelaide;Adelaide International 2;12/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Vukic A.;Johnson S.;160;84;440;807;6;4;7;5;;;;;;;2;0;Completed;1,8;2;1,94;1,96;2,02;2,05;1,87;1,94
3;Adelaide;Adelaide International 2;12/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Kokkinakis T.;Isner J.;145;24;480;2016;6;7;7;6;7;6;;;;;2;1;Completed;1,72;2,1;1,79;2,14;1,83;2,15;1,74;2,09
3;Adelaide;Adelaide International 2;12/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Monteiro T.;Monfils G.;83;19;809;2373;6;7;6;3;1;0;;;;;1;1;Retired;4,5;1,2;5,16;1,2;5,25;1,25;4,67;1,19
3;Adelaide;Adelaide International 2;12/01/2022;ATP250;Outdoor;Hard;2nd Round;3;Moutet C.;Fucsovics M.;115;38;643;1447;6;2;6;2;;;;;;;2;0;Completed;2,2;1,66;2,27;1,71;2,42;1,8;2,18;1,68
3;Adelaide;Adelaide International 2;13/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Rinderknech A.;Khachanov K.;58;30;1057;1726;7;6;7;5;;;;;;;2;0;Completed;3;1,4;3,09;1,43;3,4;1,46;2,95;1,39
3;Adelaide;Adelaide International 2;13/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Cilic M.;Paul T.;29;41;1760;1374;6;4;2;6;6;3;;;;;2;1;Completed;1,72;2,1;1,67;2,36;1,75;2,45;1,65;2,23
3;Adelaide;Adelaide International 2;13/01/2022;ATP250;Outdoor;Hard;Quarterfinals;3;Moutet C.;Monteiro T.;115;83;643;809;6;4;6;4;;;;;;;2;0;Completed;1,44;2,75;1,48;2,87;1,54;3,06;1,45;2,75
